population,draw,tf,score,rank
Treg,473,REL,1.6395744,315
Treg,473,HSF1,2.42506642,202
Treg,473,EPAS1,4.32398942,50
Treg,474,HIF1A,4.37476554,44
Treg,474,NFKB1,6.12989275,13
Treg,474,STAT3,5.43164315,21
Treg,474,CREB1,5.73389691,15
Treg,474,ATF3,4.05339579,59
Treg,474,REL,3.99130082,66
Treg,474,HSF1,5.15800281,24
Treg,474,EPAS1,3.88349441,73
Treg,475,HIF1A,5.21170098,24
Treg,475,NFKB1,5.36304593,19
Treg,475,STAT3,4.99318934,27
Treg,475,CREB1,5.36708867,18
Treg,475,ATF3,0.609967202,428
Treg,475,REL,5.39306328,16
Treg,475,HSF1,2.28433086,211
Treg,475,EPAS1,2.01914171,239
Treg,476,HIF1A,4.97527498,20
Treg,476,NFKB1,4.83826411,26
Treg,476,STAT3,2.78308807,156
Treg,476,CREB1,6.30769928,7
Treg,476,ATF3,2.81284721,153
Treg,476,REL,1.97445735,248
Treg,476,HSF1,3.03839275,129
Treg,476,EPAS1,2.91045372,141
Treg,477,HIF1A,6.12402378,12
Treg,477,NFKB1,5.31893441,20
Treg,477,STAT3,1.10487954,371
Treg,477,CREB1,4.50055121,42
Treg,477,ATF3,2.16330116,232
Treg,477,REL,2.32089853,208
Treg,477,HSF1,3.09717228,119
Treg,477,EPAS1,2.66400269,160
Treg,478,HIF1A,5.0926739,21
Treg,478,NFKB1,5.53366966,14
Treg,478,STAT3,3.4960307,83
Treg,478,CREB1,5.14351386,20
Treg,478,ATF3,1.83943651,272
Treg,478,REL,3.47427988,86
Treg,478,HSF1,1.99767712,249
Treg,478,EPAS1,2.0945945,237
Treg,479,HIF1A,5.19183993,25
Treg,479,NFKB1,4.03190922,67
Treg,479,STAT3,4.39342256,48
Treg,479,CREB1,5.81773398,13
Treg,479,ATF3,2.6634366,165
Treg,479,REL,2.58051002,176
Treg,479,HSF1,-0.0141709076,491
Treg,479,EPAS1,5.81686946,14
Treg,480,HIF1A,4.5703837,39
Treg,480,NFKB1,4.59489717,36
Treg,480,STAT3,3.47300532,91
Treg,480,CREB1,6.11707347,5
Treg,480,ATF3,1.90570958,250
Treg,480,REL,3.7097069,77
Treg,480,HSF1,1.09307989,354
Treg,480,EPAS1,2.88340446,150
Treg,481,HIF1A,5.9196746,10
Treg,481,NFKB1,5.31919962,15
Treg,481,STAT3,5.26582741,16
Treg,481,CREB1,3.99057022,68
Treg,481,ATF3,0.741337863,396
Treg,481,REL,3.95244304,72
Treg,481,HSF1,2.18459025,233
Treg,481,EPAS1,2.64765404,179
Treg,482,HIF1A,4.69964141,35
Treg,482,NFKB1,5.28918778,21
Treg,482,STAT3,5.88017748,14
Treg,482,CREB1,4.47410614,38
Treg,482,ATF3,-0.046471545,476
Treg,482,REL,3.28108757,103
Treg,482,HSF1,1.18892357,342
Treg,482,EPAS1,3.56551109,81
Treg,483,HIF1A,5.70256208,17
Treg,483,NFKB1,6.31216769,7
Treg,483,STAT3,5.43678793,18
Treg,483,CREB1,6.0501416,12
Treg,483,ATF3,0.760423845,397
Treg,483,REL,3.43134991,98
Treg,483,HSF1,2.65512563,163
Treg,483,EPAS1,2.55215384,182
Treg,484,HIF1A,4.96877692,27
Treg,484,NFKB1,5.26089111,20
Treg,484,STAT3,5.58045513,17
Treg,484,CREB1,5.1529548,24
Treg,484,ATF3,2.54332512,188
Treg,484,REL,3.46108657,99
Treg,484,HSF1,3.67936018,78
Treg,484,EPAS1,5.28562801,19
Treg,485,HIF1A,4.78955304,35
Treg,485,NFKB1,3.93613678,72
Treg,485,STAT3,5.19615552,21
Treg,485,CREB1,6.25066244,12
Treg,485,ATF3,1.59852583,297
Treg,485,REL,4.381546,46
Treg,485,HSF1,4.49609239,40
Treg,485,EPAS1,1.08809487,357
Treg,486,HIF1A,3.67220436,77
Treg,486,NFKB1,3.64361252,79
Treg,486,STAT3,4.63585065,34
Treg,486,CREB1,6.56561408,8
Treg,486,ATF3,0.764415009,397
Treg,486,REL,1.30175704,334
Treg,486,HSF1,4.76018885,32
Treg,486,EPAS1,2.24003903,214
Treg,487,HIF1A,4.13579367,57
Treg,487,NFKB1,2.63527414,178
Treg,487,STAT3,5.99633425,10
Treg,487,CREB1,4.12364281,59
Treg,487,ATF3,-0.730743964,536
Treg,487,REL,2.01901928,249
Treg,487,HSF1,3.53870453,95
Treg,487,EPAS1,3.060081,135
Treg,488,HIF1A,4.14489389,55
Treg,488,NFKB1,2.85883475,145
Treg,488,STAT3,5.63584842,15
Treg,488,CREB1,5.73390783,10
Treg,488,ATF3,0.277345877,466
Treg,488,REL,2.34809117,194
Treg,488,HSF1,4.06623984,61
Treg,488,EPAS1,5.20249478,22
Treg,489,HIF1A,5.19033509,21
Treg,489,NFKB1,5.41284579,17
Treg,489,STAT3,5.45440195,15
Treg,489,CREB1,3.23807481,113
Treg,489,ATF3,2.64176488,173
Treg,489,REL,3.59451469,90
Treg,489,HSF1,2.74878122,161
Treg,489,EPAS1,2.15312616,216
Treg,490,HIF1A,4.42720051,46
Treg,490,NFKB1,5.36330818,13
Treg,490,STAT3,6.59427919,7
Treg,490,CREB1,3.10996978,124
Treg,490,ATF3,0.360705704,438
Treg,490,REL,2.07634098,233
Treg,490,HSF1,2.3115373,209
Treg,490,EPAS1,0.908823477,379
Treg,491,HIF1A,3.84066877,74
Treg,491,NFKB1,5.14984194,25
Treg,491,STAT3,5.46911506,17
Treg,491,CREB1,4.1114838,57
Treg,491,ATF3,1.28320618,337
Treg,491,REL,3.15941448,117
Treg,491,HSF1,3.0974603,123
Treg,491,EPAS1,2.49135127,176
Treg,492,HIF1A,3.69684642,78
Treg,492,NFKB1,5.94511384,16
Treg,492,STAT3,5.46623116,21
Treg,492,CREB1,4.29009912,54
Treg,492,ATF3,-0.502084104,530
Treg,492,REL,4.79226262,38
Treg,492,HSF1,1.84617566,259
Treg,492,EPAS1,3.11091615,116
Treg,493,HIF1A,3.92796005,57
Treg,493,NFKB1,5.29524545,20
Treg,493,STAT3,4.6752447,38
Treg,493,CREB1,3.42284154,89
Treg,493,ATF3,-1.31143235,566
Treg,493,REL,2.8789264,141
Treg,493,HSF1,2.62773765,171
Treg,493,EPAS1,4.05330122,52
Treg,494,HIF1A,5.78684722,13
Treg,494,NFKB1,4.02904301,68
Treg,494,STAT3,4.59614615,44
Treg,494,CREB1,5.98643304,11
Treg,494,ATF3,0.48671307,441
Treg,494,REL,3.249261,118
Treg,494,HSF1,5.06362996,30
Treg,494,EPAS1,4.4743248,49
Treg,495,HIF1A,7.18713925,7
Treg,495,NFKB1,6.58160243,11
Treg,495,STAT3,5.33768593,19
Treg,495,CREB1,6.89166687,8
Treg,495,ATF3,2.67041848,165
Treg,495,REL,3.88888849,62
Treg,495,HSF1,3.31293456,99
Treg,495,EPAS1,3.73438019,77
Treg,496,HIF1A,5.73596745,18
Treg,496,NFKB1,5.1739568,26
Treg,496,STAT3,7.15072671,4
Treg,496,CREB1,7.1376711,5
Treg,496,ATF3,-0.687659479,544
Treg,496,REL,1.6853397,277
Treg,496,HSF1,1.8252037,267
Treg,496,EPAS1,2.95644785,133
Treg,497,HIF1A,7.10355007,4
Treg,497,NFKB1,5.5222688,14
Treg,497,STAT3,5.26689657,19
Treg,497,CREB1,4.0317756,54
Treg,497,ATF3,1.60114154,296
Treg,497,REL,2.26985554,216
Treg,497,HSF1,5.40457145,16
Treg,497,EPAS1,3.95803297,62
Treg,498,HIF1A,6.32881189,7
Treg,498,NFKB1,6.3514201,6
Treg,498,STAT3,5.02855071,19
Treg,498,CREB1,5.28806285,15
Treg,498,ATF3,1.67623146,275
Treg,498,REL,2.74051451,167
Treg,498,HSF1,1.88672138,256
Treg,498,EPAS1,1.28465249,330
Treg,499,HIF1A,5.77396514,15
Treg,499,NFKB1,5.66026492,16
Treg,499,STAT3,5.45228439,22
Treg,499,CREB1,3.99019282,60
Treg,499,ATF3,2.86768194,138
Treg,499,REL,3.30319949,99
Treg,499,HSF1,2.62094008,169
Treg,499,EPAS1,1.17676605,347
Treg,500,HIF1A,5.59145723,16
Treg,500,NFKB1,6.58021726,5
Treg,500,STAT3,4.6185953,40
Treg,500,CREB1,5.21618839,24
Treg,500,ATF3,4.19213081,60
Treg,500,REL,2.97948612,135
Treg,500,HSF1,3.715891,92
Treg,500,EPAS1,0.330531699,455
Treg,501,HIF1A,6.05971505,8
Treg,501,NFKB1,4.04229388,63
Treg,501,STAT3,5.77796441,11
Treg,501,CREB1,6.2755222,7
Treg,501,ATF3,2.41905114,198
Treg,501,REL,1.50814206,311
Treg,501,HSF1,5.41728505,18
Treg,501,EPAS1,4.19253875,56
Treg,502,HIF1A,6.19170553,7
Treg,502,NFKB1,4.16348758,50
Treg,502,STAT3,4.26649834,46
Treg,502,CREB1,2.73204316,154
Treg,502,ATF3,0.97108989,386
Treg,502,REL,3.85654748,70
Treg,502,HSF1,3.55039025,88
Treg,502,EPAS1,2.76062495,149
Treg,503,HIF1A,5.97929692,11
Treg,503,NFKB1,5.64409841,15
Treg,503,STAT3,5.85293962,12
Treg,503,CREB1,2.32738324,212
Treg,503,ATF3,1.94034003,271
Treg,503,REL,4.33880371,49
Treg,503,HSF1,1.71540329,295
Treg,503,EPAS1,1.06519227,387
Treg,504,HIF1A,4.6496584,30
Treg,504,NFKB1,3.89082396,69
Treg,504,STAT3,5.57505426,13
Treg,504,CREB1,6.45861448,6
Treg,504,ATF3,3.92544667,65
Treg,504,REL,2.75908897,154
Treg,504,HSF1,2.21613921,219
Treg,504,EPAS1,3.09112586,129
Treg,505,HIF1A,4.6374076,30
Treg,505,NFKB1,4.14875979,52
Treg,505,STAT3,4.11887228,54
Treg,505,CREB1,4.89428651,23
Treg,505,ATF3,1.06697209,370
Treg,505,REL,5.22313375,16
Treg,505,HSF1,3.28744965,107
Treg,505,EPAS1,5.7416331,9
Treg,506,HIF1A,4.36267365,39
Treg,506,NFKB1,3.82600995,69
Treg,506,STAT3,5.58081024,10
Treg,506,CREB1,4.14431402,49
Treg,506,ATF3,0.464511309,433
Treg,506,REL,2.37558071,184
Treg,506,HSF1,-0.940236669,553
Treg,506,EPAS1,2.26358152,199
Treg,507,HIF1A,3.1397616,122
Treg,507,NFKB1,5.6203306,11
Treg,507,STAT3,4.6265630700000004,30
Treg,507,CREB1,3.39062527,107
Treg,507,ATF3,0.210031886,477
Treg,507,REL,2.13111932,238
Treg,507,HSF1,2.4632015,208
Treg,507,EPAS1,1.87185156,269
Treg,508,HIF1A,4.04763031,54
Treg,508,NFKB1,6.71724794,5
Treg,508,STAT3,5.23830596,16
Treg,508,CREB1,5.85281928,11
Treg,508,ATF3,2.33059674,213
Treg,508,REL,4.6107904,33
Treg,508,HSF1,3.7234157,69
Treg,508,EPAS1,0.797311667,397
Treg,509,HIF1A,4.82274651,28
Treg,509,NFKB1,4.78908436,29
Treg,509,STAT3,5.29371799,21
Treg,509,CREB1,7.14423308,3
Treg,509,ATF3,2.55327109,179
Treg,509,REL,4.12361275,56
Treg,509,HSF1,2.29165385,221
Treg,509,EPAS1,2.33182856,215
Treg,510,HIF1A,5.55625622,18
Treg,510,NFKB1,5.35012315,19
Treg,510,STAT3,6.83298486,5
Treg,510,CREB1,6.37644307,11
Treg,510,ATF3,4.50866225,42
Treg,510,REL,3.31670289,106
Treg,510,HSF1,2.49148805,182
Treg,510,EPAS1,1.49849231,316
Treg,511,HIF1A,6.17736679,8
Treg,511,NFKB1,5.82419597,11
Treg,511,STAT3,6.47662715,5
Treg,511,CREB1,6.43884417,7
Treg,511,ATF3,0.354494977,449
Treg,511,REL,0.65037877,414
Treg,511,HSF1,2.2464932,216
Treg,511,EPAS1,2.74542668,156
Treg,512,HIF1A,6.21613277,11
Treg,512,NFKB1,6.07056654,12
Treg,512,STAT3,5.37956706,21
Treg,512,CREB1,6.76273465,4
Treg,512,ATF3,3.17483794,118
Treg,512,REL,1.83962019,253
Treg,512,HSF1,2.99509047,133
Treg,512,EPAS1,2.44115681,175
Treg,513,HIF1A,5.53403829,16
Treg,513,NFKB1,5.6747771,14
Treg,513,STAT3,6.02674514,11
Treg,513,CREB1,6.60217379,6
Treg,513,ATF3,2.87485577,152
Treg,513,REL,3.2974256,118
Treg,513,HSF1,5.21664437,21
Treg,513,EPAS1,4.26067501,58
Treg,514,HIF1A,7.98915309,2
Treg,514,NFKB1,4.23523373,50
Treg,514,STAT3,4.35095029,45
Treg,514,CREB1,5.94368428,12
Treg,514,ATF3,2.23703638,222
Treg,514,REL,4.24181749,49
Treg,514,HSF1,2.98830876,144
Treg,514,EPAS1,2.51165556,193
Treg,515,HIF1A,6.32333754,10
Treg,515,NFKB1,7.74981293,2
Treg,515,STAT3,4.24658814,59
Treg,515,CREB1,7.07860607,5
Treg,515,ATF3,2.13873346,233
Treg,515,REL,4.63403929,34
Treg,515,HSF1,3.2495358,127
Treg,515,EPAS1,2.70529795,170
Treg,516,HIF1A,5.79696336,12
Treg,516,NFKB1,7.55268149,2
Treg,516,STAT3,4.99655014,29
Treg,516,CREB1,6.49717647,5
Treg,516,ATF3,3.01367667,136
Treg,516,REL,3.72107333,80
Treg,516,HSF1,2.65257739,184
Treg,516,EPAS1,1.82324471,272
Treg,517,HIF1A,6.44177837,7
Treg,517,NFKB1,6.89917398,4
Treg,517,STAT3,4.42582771,38
Treg,517,CREB1,6.15070811,12
Treg,517,ATF3,-0.432336547,519
Treg,517,REL,3.29672321,112
Treg,517,HSF1,3.76415189,76
Treg,517,EPAS1,2.14096696,226
Treg,518,HIF1A,4.18385415,54
Treg,518,NFKB1,5.53681716,17
Treg,518,STAT3,5.46438961,18
Treg,518,CREB1,5.85217299,10
Treg,518,ATF3,1.92675385,255
Treg,518,REL,2.03344502,241
Treg,518,HSF1,3.94171136,67
Treg,518,EPAS1,1.65834247,292
Treg,519,HIF1A,6.6325028,7
Treg,519,NFKB1,5.71920329,14
Treg,519,STAT3,6.03945775,10
Treg,519,CREB1,5.69392805,15
Treg,519,ATF3,-0.058571309,490
Treg,519,REL,2.02812819,255
Treg,519,HSF1,2.68151445,167
Treg,519,EPAS1,2.9878466,142
Treg,520,HIF1A,6.18765259,7
Treg,520,NFKB1,4.69778151,30
Treg,520,STAT3,5.56117657,12
Treg,520,CREB1,4.21797838,47
Treg,520,ATF3,-1.41713613,575
Treg,520,REL,3.92045128,65
Treg,520,HSF1,4.18274612,49
Treg,520,EPAS1,2.43089776,196
Treg,521,HIF1A,4.80876798,25
Treg,521,NFKB1,5.9746027,8
Treg,521,STAT3,4.04316183,59
Treg,521,CREB1,4.76085722,26
Treg,521,ATF3,1.7420124,269
Treg,521,REL,3.176076,130
Treg,521,HSF1,3.70038385,84
Treg,521,EPAS1,2.54563693,182
Treg,522,HIF1A,5.84848627,15
Treg,522,NFKB1,7.06450231,5
Treg,522,STAT3,3.6448238,80
Treg,522,CREB1,5.27178411,23
Treg,522,ATF3,0.238703795,470
Treg,522,REL,1.28771793,321
Treg,522,HSF1,3.07112458,118
Treg,522,EPAS1,2.33717714,186
Treg,523,HIF1A,4.89265864,26
Treg,523,NFKB1,7.97873296,3
Treg,523,STAT3,3.68182734,78
Treg,523,CREB1,5.80573014,12
Treg,523,ATF3,-0.55308453,537
Treg,523,REL,2.60664562,163
Treg,523,HSF1,2.70600428,149
Treg,523,EPAS1,2.83061006,138
Treg,524,HIF1A,6.51529761,6
Treg,524,NFKB1,6.4898235,7
Treg,524,STAT3,5.13482888,17
Treg,524,CREB1,3.95464749,64
Treg,524,ATF3,1.42872589,318
Treg,524,REL,4.02131744,60
Treg,524,HSF1,4.83119459,20
Treg,524,EPAS1,1.71624607,287
Treg,525,HIF1A,4.47330499,38
Treg,525,NFKB1,5.90672441,10
Treg,525,STAT3,5.40337777,16
Treg,525,CREB1,3.15895874,125
Treg,525,ATF3,0.060568385,480
Treg,525,REL,2.68840923,165
Treg,525,HSF1,3.36110528,102
Treg,525,EPAS1,4.78440294,25
Treg,526,HIF1A,5.27869053,17
Treg,526,NFKB1,5.91722526,11
Treg,526,STAT3,4.59906045,33
Treg,526,CREB1,4.44643322,38
Treg,526,ATF3,-0.743662269,544
Treg,526,REL,4.44465434,39
Treg,526,HSF1,2.07067765,229
Treg,526,EPAS1,7.41340238,4
Treg,527,HIF1A,5.72613518,12
Treg,527,NFKB1,5.4214139,18
Treg,527,STAT3,3.40586038,97
Treg,527,CREB1,5.19739485,22
Treg,527,ATF3,-1.06743248,553
Treg,527,REL,3.99507178,63
Treg,527,HSF1,0.584879243,427
Treg,527,EPAS1,2.3998986,202
Treg,528,HIF1A,6.10197582,11
Treg,528,NFKB1,4.72252073,33
Treg,528,STAT3,5.50688455,16
Treg,528,CREB1,4.52388578,39
Treg,528,ATF3,1.23538596,324
Treg,528,REL,2.64799965,179
Treg,528,HSF1,2.50935609,187
Treg,528,EPAS1,2.26556968,213
Treg,529,HIF1A,3.89102563,64
Treg,529,NFKB1,3.05362563,132
Treg,529,STAT3,4.05562342,55
Treg,529,CREB1,5.24405577,24
Treg,529,ATF3,2.13185758,226
Treg,529,REL,4.21984762,50
Treg,529,HSF1,0.673238389,407
Treg,529,EPAS1,4.29076271,45
Treg,530,HIF1A,4.51163429,44
Treg,530,NFKB1,3.95445661,62
Treg,530,STAT3,4.55337062,42
Treg,530,CREB1,5.26733189,20
Treg,530,ATF3,3.2446576,101
Treg,530,REL,5.74546884,15
Treg,530,HSF1,4.22633248,52
Treg,530,EPAS1,1.10665855,362
Treg,531,HIF1A,5.73313241,15
Treg,531,NFKB1,4.29618909,49
Treg,531,STAT3,5.70877302,17
Treg,531,CREB1,6.46175966,8
Treg,531,ATF3,1.16709286,351
Treg,531,REL,5.00349891,27
Treg,531,HSF1,2.67075794,175
Treg,531,EPAS1,1.98075057,256
Treg,532,HIF1A,4.94079263,28
Treg,532,NFKB1,5.76432597,14
Treg,532,STAT3,4.79542562,31
Treg,532,CREB1,6.70495265,6
Treg,532,ATF3,1.31314083,339
Treg,532,REL,4.53951104,34
Treg,532,HSF1,3.82033717,67
Treg,532,EPAS1,2.07744229,243
Treg,533,HIF1A,4.2130993,50
Treg,533,NFKB1,5.06763576,26
Treg,533,STAT3,5.30006773,17
Treg,533,CREB1,5.89014918,12
Treg,533,ATF3,2.83583907,154
Treg,533,REL,5.20174191,21
Treg,533,HSF1,1.72651951,280
Treg,533,EPAS1,2.33450207,215
Treg,534,HIF1A,5.98480113,12
Treg,534,NFKB1,6.44172956,10
Treg,534,STAT3,5.42422661,18
Treg,534,CREB1,7.11993947,4
Treg,534,ATF3,0.516767882,436
Treg,534,REL,3.52076083,84
Treg,534,HSF1,0.75915943,399
Treg,534,EPAS1,-0.2926639,518
Treg,535,HIF1A,6.58211993,5
Treg,535,NFKB1,6.36239539,7
Treg,535,STAT3,5.01375529,23
Treg,535,CREB1,4.43683374,49
Treg,535,ATF3,3.14474871,120
Treg,535,REL,2.92347282,147
Treg,535,HSF1,0.476629466,443
Treg,535,EPAS1,2.60266621,188
Treg,536,HIF1A,5.94282518,13
Treg,536,NFKB1,6.62715264,6
Treg,536,STAT3,5.91686937,14
Treg,536,CREB1,3.77169016,75
Treg,536,ATF3,1.82895051,258
Treg,536,REL,3.00117417,154
Treg,536,HSF1,1.98043753,233
Treg,536,EPAS1,3.32564058,116
Treg,537,HIF1A,5.52121623,15
Treg,537,NFKB1,4.43364422,43
Treg,537,STAT3,6.097658,9
Treg,537,CREB1,4.62006926,35
Treg,537,ATF3,-0.923497404,551
Treg,537,REL,3.15699169,121
Treg,537,HSF1,1.72566456,266
Treg,537,EPAS1,2.52017407,181
Treg,538,HIF1A,6.22066973,9
Treg,538,NFKB1,5.32600531,21
Treg,538,STAT3,4.31426778,50
Treg,538,CREB1,5.24106215,23
Treg,538,ATF3,0.728181272,409
Treg,538,REL,3.86040286,71
Treg,538,HSF1,1.15763335,342
Treg,538,EPAS1,1.57739132,300
Treg,539,HIF1A,6.58918963,6
Treg,539,NFKB1,5.23791882,21
Treg,539,STAT3,5.98936943,13
Treg,539,CREB1,6.37343535,9
Treg,539,ATF3,-0.140046838,493
Treg,539,REL,3.79235069,79
Treg,539,HSF1,3.32166433,108
Treg,539,EPAS1,2.1755703,216
Treg,540,HIF1A,5.42945312,16
Treg,540,NFKB1,5.70123075,12
Treg,540,STAT3,5.11163384,23
Treg,540,CREB1,5.75286988,10
Treg,540,ATF3,2.97482871,132
Treg,540,REL,4.13859138,53
Treg,540,HSF1,2.68055489,168
Treg,540,EPAS1,2.04187967,236
Treg,541,HIF1A,5.06481175,24
Treg,541,NFKB1,4.92710179,30
Treg,541,STAT3,5.18058363,19
Treg,541,CREB1,5.71997426,15
Treg,541,ATF3,0.854425981,393
Treg,541,REL,2.11140653,242
Treg,541,HSF1,1.50279764,314
Treg,541,EPAS1,0.964790574,380
Treg,542,HIF1A,4.57164361,41
Treg,542,NFKB1,4.58242352,39
Treg,542,STAT3,6.26443676,8
Treg,542,CREB1,5.45293406,15
Treg,542,ATF3,0.739768118,400
Treg,542,REL,2.46126916,198
Treg,542,HSF1,0.838529692,387
Treg,542,EPAS1,3.39436337,108
Treg,543,HIF1A,5.7700956,13
Treg,543,NFKB1,6.08127843,9
Treg,543,STAT3,6.4118387,7
Treg,543,CREB1,7.02979046,6
Treg,543,ATF3,2.78281687,156
Treg,543,REL,2.90803252,140
Treg,543,HSF1,2.03197456,243
Treg,543,EPAS1,1.26450767,346
Treg,544,HIF1A,3.96853601,61
Treg,544,NFKB1,3.50571862,92
Treg,544,STAT3,5.92747609,10
Treg,544,CREB1,6.44064511,5
Treg,544,ATF3,1.32720329,329
Treg,544,REL,2.09789425,231
Treg,544,HSF1,2.44471539,197
Treg,544,EPAS1,5.26527431,20
Treg,545,HIF1A,4.36449431,47
Treg,545,NFKB1,6.13598191,10
Treg,545,STAT3,7.4431354,2
Treg,545,CREB1,5.2893469,21
Treg,545,ATF3,3.59616614,85
Treg,545,REL,1.23550336,330
Treg,545,HSF1,3.57596718,86
Treg,545,EPAS1,2.94964902,135
Treg,546,HIF1A,5.75469974,12
Treg,546,NFKB1,5.14632182,19
Treg,546,STAT3,6.29367379,8
Treg,546,CREB1,6.71504314,4
Treg,546,ATF3,-0.395066231,521
Treg,546,REL,1.80613195,260
Treg,546,HSF1,1.50886534,302
Treg,546,EPAS1,1.40051441,313
Treg,547,HIF1A,6.01631928,13
Treg,547,NFKB1,7.95052183,2
Treg,547,STAT3,6.42360687,7
Treg,547,CREB1,5.86123706,15
Treg,547,ATF3,3.49209842,95
Treg,547,REL,2.06685516,229
Treg,547,HSF1,1.87725831,256
Treg,547,EPAS1,2.30339221,202
Treg,548,HIF1A,6.7449357,4
Treg,548,NFKB1,5.9710848500000004,10
Treg,548,STAT3,5.74948315,16
Treg,548,CREB1,5.69751381,19
Treg,548,ATF3,1.36498495,316
Treg,548,REL,4.93139095,30
Treg,548,HSF1,3.37294256,100
Treg,548,EPAS1,4.15985773,54
Treg,549,HIF1A,6.91488471,3
Treg,549,NFKB1,4.59327978,43
Treg,549,STAT3,3.70798734,90
Treg,549,CREB1,6.68939647,5
Treg,549,ATF3,2.60107699,176
Treg,549,REL,5.61331194,20
Treg,549,HSF1,2.99461928,145
Treg,549,EPAS1,3.0234552,143
Treg,550,HIF1A,5.40264678,20
Treg,550,NFKB1,5.80296991,12
Treg,550,STAT3,6.41882777,7
Treg,550,CREB1,8.30366328,2
Treg,550,ATF3,4.10695245,47
Treg,550,REL,5.96164092,10
Treg,550,HSF1,5.49723691,17
Treg,550,EPAS1,2.74514651,151
Treg,551,HIF1A,6.2236973,10
Treg,551,NFKB1,6.81487474,6
Treg,551,STAT3,2.7558891,164
Treg,551,CREB1,7.50310907,2
Treg,551,ATF3,0.0368155957,480
Treg,551,REL,3.88303114,68
Treg,551,HSF1,3.06315303,137
Treg,551,EPAS1,3.27239924,118
Treg,552,HIF1A,6.21607483,11
Treg,552,NFKB1,7.28578052,5
Treg,552,STAT3,3.93267773,56
Treg,552,CREB1,7.50781099,3
Treg,552,ATF3,0.371181817,449
Treg,552,REL,2.96681995,137
Treg,552,HSF1,2.92383179,143
Treg,552,EPAS1,2.79141916,159
Treg,553,HIF1A,5.7696466300000004,15
Treg,553,NFKB1,7.42961477,3
Treg,553,STAT3,5.71041338,17
Treg,553,CREB1,5.73162777,16
Treg,553,ATF3,0.761070586,411
Treg,553,REL,3.91131146,68
Treg,553,HSF1,2.94380502,140
Treg,553,EPAS1,5.1121505,32
Treg,554,HIF1A,6.39541342,6
Treg,554,NFKB1,7.56903675,4
Treg,554,STAT3,4.47196128,46
Treg,554,CREB1,5.89901484,15
Treg,554,ATF3,1.40588617,333
Treg,554,REL,2.89854339,149
Treg,554,HSF1,4.23154236,54
Treg,554,EPAS1,2.68118576,171
Treg,555,HIF1A,6.29198377,6
Treg,555,NFKB1,3.35090926,105
Treg,555,STAT3,5.04160979,23
Treg,555,CREB1,6.93586991,3
Treg,555,ATF3,3.68770378,79
Treg,555,REL,2.69787724,156
Treg,555,HSF1,2.06845906,228
Treg,555,EPAS1,0.967990254,375
Treg,556,HIF1A,6.65790266,10
Treg,556,NFKB1,4.18210804,56
Treg,556,STAT3,5.44314836,19
Treg,556,CREB1,5.1783736,24
Treg,556,ATF3,4.06326939,62
Treg,556,REL,0.986899576,367
Treg,556,HSF1,0.124216536,472
Treg,556,EPAS1,2.2873185,203
Treg,557,HIF1A,5.10969036,16
Treg,557,NFKB1,4.03136681,60
Treg,557,STAT3,4.40817087,49
Treg,557,CREB1,4.77061705,27
Treg,557,ATF3,1.60353201,311
Treg,557,REL,0.923477094,387
Treg,557,HSF1,4.07180592,57
Treg,557,EPAS1,1.39452563,327
Treg,558,HIF1A,6.00052938,10
Treg,558,NFKB1,5.76632317,11
Treg,558,STAT3,4.50063938,43
Treg,558,CREB1,5.27116709,23
Treg,558,ATF3,3.5700938,71
Treg,558,REL,2.08270009,232
Treg,558,HSF1,2.16227084,223
Treg,558,EPAS1,3.24424831,93
Treg,559,HIF1A,6.3403172,9
Treg,559,NFKB1,5.50434403,19
Treg,559,STAT3,6.27315431,10
Treg,559,CREB1,6.10267289,14
Treg,559,ATF3,1.19640176,357
Treg,559,REL,3.29056589,113
Treg,559,HSF1,4.48581013,40
Treg,559,EPAS1,3.83230705,75
Treg,560,HIF1A,6.70273199,5
Treg,560,NFKB1,4.64804317,35
Treg,560,STAT3,7.23833778,3
Treg,560,CREB1,4.29609526,53
Treg,560,ATF3,2.40520292,179
Treg,560,REL,3.06480212,118
Treg,560,HSF1,4.11499038,59
Treg,560,EPAS1,4.45719882,43
Treg,561,HIF1A,6.07266271,11
Treg,561,NFKB1,6.38424454,6
Treg,561,STAT3,5.78888547,17
Treg,561,CREB1,4.28647066,50
Treg,561,ATF3,0.630575866,414
Treg,561,REL,4.4078858,40
Treg,561,HSF1,4.24756768,53
Treg,561,EPAS1,1.06565813,360
Treg,562,HIF1A,6.92281903,4
Treg,562,NFKB1,5.70060203,18
Treg,562,STAT3,5.30670035,20
Treg,562,CREB1,2.62293013,180
Treg,562,ATF3,2.50513583,197
Treg,562,REL,0.976539929,369
Treg,562,HSF1,4.38740694,47
Treg,562,EPAS1,5.14255926,25
Treg,563,HIF1A,6.4821466,8
Treg,563,NFKB1,5.58214543,15
Treg,563,STAT3,5.37075814,22
Treg,563,CREB1,5.53910014,16
Treg,563,ATF3,2.60089801,172
Treg,563,REL,1.70010037,295
Treg,563,HSF1,3.45195066,99
Treg,563,EPAS1,3.71841411,79
Treg,564,HIF1A,6.00754398,11
Treg,564,NFKB1,5.38542456,22
Treg,564,STAT3,5.06517297,27
Treg,564,CREB1,4.56363613,36
Treg,564,ATF3,2.18438262,206
Treg,564,REL,1.92085313,246
Treg,564,HSF1,2.08806516,225
