ensembl_id,gene_symbol
ENSG00000147416,ATP6V1B2
ENSG00000061337,LZTS1
ENSG00000254092,RP11-369E15.3
ENSG00000168546,GFRA2
ENSG00000147443,DOK2
ENSG00000130227,XPO7
ENSG00000158806,NPM2
ENSG00000158815,FGF17
ENSG00000158856,DMTN
ENSG00000158863,FAM160B2
ENSG00000173566,NUDT18
ENSG00000168453,HR
ENSG00000168476,REEP4
ENSG00000168487,BMP1
ENSG00000168495,POLR3D
ENSG00000197181,PIWIL2
ENSG00000104635,SLC39A14
ENSG00000120910,PPP3CC
ENSG00000251034,RP11-582J16.4
ENSG00000120896,SORBS3
ENSG00000254230,RP11-582J16.3
ENSG00000120913,PDLIM2
ENSG00000248235,AC037459.4
ENSG00000241852,C8orf58
ENSG00000158941,CCAR2
ENSG00000253200,RP11-582J16.5
ENSG00000147439,BIN3
ENSG00000179388,EGR3
ENSG00000245025,RP11-875O11.1
ENSG00000008853,RHOBTB2
ENSG00000120889,TNFRSF10B
ENSG00000246130,RP11-875O11.2
ENSG00000253616,RP11-875O11.3
ENSG00000173535,TNFRSF10C
ENSG00000173530,TNFRSF10D
ENSG00000253930,RP11-1149O23.2
ENSG00000104689,TNFRSF10A
ENSG00000250714,RP11-1149O23.4
ENSG00000147457,CHMP7
ENSG00000104679,R3HCC1
ENSG00000134013,LOXL2
ENSG00000197217,ENTPD4
ENSG00000253390,CTC-756D1.2
ENSG00000147454,SLC25A37
ENSG00000167034,NKX3-1
ENSG00000042980,ADAM28
ENSG00000253535,RP11-624C23.1
ENSG00000272163,GS1-72M22.1
ENSG00000104722,NEFM
ENSG00000147459,DOCK5
ENSG00000147437,GNRH1
ENSG00000253476,RP11-395I14.2
ENSG00000104756,KCTD9
ENSG00000184661,CDCA2
ENSG00000221914,PPP2R2A
ENSG00000104765,BNIP3L
ENSG00000240694,PNMA2
ENSG00000092964,DPYSL2
ENSG00000015592,STMN4
ENSG00000104228,TRIM35
ENSG00000120899,PTK2B
ENSG00000120903,CHRNA2
ENSG00000120915,EPHX2
ENSG00000120885,CLU
ENSG00000147419,CCDC25
ENSG00000171320,ESCO2
ENSG00000168078,PBK
ENSG00000189233,NUGGC
ENSG00000134014,ELP3
ENSG00000168081,PNOC
ENSG00000186918,ZNF395
ENSG00000214050,FBXO16
ENSG00000104290,FZD3
ENSG00000012232,EXTL3
ENSG00000246339,EXTL3-AS1
ENSG00000104299,INTS9
ENSG00000147421,HMBOX1
ENSG00000259607,CTD-2647L4.5
ENSG00000197892,KIF13B
ENSG00000254129,CTD-2647L4.1
ENSG00000120875,DUSP4
ENSG00000253632,RP11-486M23.1
ENSG00000253182,RP11-486M23.2
ENSG00000251191,LINC00589
ENSG00000253490,AC145110.1
ENSG00000248964,RP11-94H18.1
ENSG00000133872,TMEM66
ENSG00000272256,RP11-489E7.4
ENSG00000104660,LEPROTL1
ENSG00000177669,MBOAT4
ENSG00000271869,RP11-51J9.5
ENSG00000104671,DCTN6
ENSG00000253708,RP11-51J9.4
ENSG00000272375,RP11-51J9.6
ENSG00000254109,RBPMS-AS1
ENSG00000157110,RBPMS
ENSG00000197265,GTF2E2
ENSG00000253112,CTD-2373N4.5
ENSG00000253457,SMIM18
ENSG00000104687,GSR
ENSG00000104695,PPP2CB
ENSG00000172733,PURG
ENSG00000165392,WRN
ENSG00000157168,NRG1
ENSG00000247134,RP11-11N9.4
ENSG00000272338,RP11-722E23.2
ENSG00000172728,FUT10
ENSG00000129696,TTI2
ENSG00000198042,MAK16
ENSG00000133874,RNF122
ENSG00000183779,ZNF703
ENSG00000183154,RP11-863K10.7
ENSG00000147475,ERLIN2
ENSG00000147471,PROSC
ENSG00000020181,GPR124
ENSG00000104221,BRF2
ENSG00000156675,RAB11FIP1
ENSG00000187840,EIF4EBP1
ENSG00000129691,ASH2L
ENSG00000240015,RP11-90P5.5
ENSG00000147465,STAR
ENSG00000253356,RP11-90P5.2
ENSG00000175324,LSM1
ENSG00000156735,BAG4
ENSG00000085788,DDHD2
ENSG00000147535,PPAPDC1B
ENSG00000147548,WHSC1L1
ENSG00000255487,RP11-513D5.5
ENSG00000254898,RP11-513D5.2
ENSG00000272092,RP11-350N15.5
ENSG00000165046,LETM2
ENSG00000254981,RP11-350N15.3
ENSG00000272159,RP11-350N15.6
ENSG00000077782,FGFR1
ENSG00000196166,C8orf86
ENSG00000254321,RP11-495O10.1
ENSG00000147526,TACC1
ENSG00000253829,RP11-723D22.3
ENSG00000169499,PLEKHA2
ENSG00000253645,CTD-2544N14.3
ENSG00000169495,HTRA4
ENSG00000169490,TM2D2
ENSG00000168615,ADAM9
ENSG00000197140,ADAM32
ENSG00000131203,IDO1
ENSG00000253396,RP11-15G16.1
ENSG00000147533,GOLGA7
ENSG00000147536,GINS4
ENSG00000253133,RP11-360L9.4
ENSG00000253174,RP11-360L9.7
ENSG00000158669,AGPAT6
ENSG00000264578,RP11-360L9.8
ENSG00000029534,ANK1
ENSG00000260588,RP11-930P14.2
ENSG00000083168,KAT6A
ENSG00000271938,RP11-589C21.6
ENSG00000261449,RP11-589C21.5
ENSG00000070718,AP3M2
ENSG00000104368,PLAT
ENSG00000253408,RP11-231D20.2
ENSG00000104365,IKBKB
ENSG00000070501,POLB
ENSG00000078668,VDAC3
ENSG00000168575,SLC20A2
ENSG00000254165,RP11-503E24.2
ENSG00000176209,SMIM19
ENSG00000272233,RP11-503E24.3
ENSG00000147432,CHRNB3
ENSG00000255101,RP11-412B14.1
ENSG00000147434,CHRNA6
ENSG00000131931,THAP1
ENSG00000120925,RNF170
ENSG00000168172,HOOK3
ENSG00000168522,FNTA
ENSG00000185900,POMK
ENSG00000165102,HGSNAT
ENSG00000164808,SPIDR
ENSG00000221869,CEBPD
ENSG00000253729,PRKDC
ENSG00000104738,MCM4
ENSG00000169139,UBE2V2
ENSG00000253140,RP11-567J20.3
ENSG00000147485,PXDNL
ENSG00000272076,RP11-11C20.3
ENSG00000168300,PCMTD1
ENSG00000232941,AC090186.1
ENSG00000228801,RP11-110G21.1
ENSG00000272024,RP11-546K22.3
ENSG00000147488,ST18
ENSG00000023287,RB1CC1
ENSG00000183729,NPBWR1
ENSG00000254687,RP11-162D9.3
ENSG00000237807,RP11-400K9.4
ENSG00000047249,ATP6V1H
ENSG00000147509,RGS20
ENSG00000187735,TCEA1
ENSG00000260955,RP11-30L15.6
ENSG00000120992,LYPLA1
ENSG00000137547,MRPL15
ENSG00000206579,XKR4
ENSG00000167904,TMEM68
ENSG00000137574,TGS1
ENSG00000254087,LYN
ENSG00000008988,RPS20
ENSG00000253603,CTA-397H3.3
ENSG00000181690,PLAG1
ENSG00000170791,CHCHD7
ENSG00000272343,RP11-140I16.3
ENSG00000170786,SDR16C5
ENSG00000181195,PENK
ENSG00000254254,RP11-17A4.2
ENSG00000104331,IMPAD1
ENSG00000169122,FAM110B
ENSG00000215114,UBXN2B
ENSG00000137575,SDCBP
ENSG00000035681,NSMAF
ENSG00000198846,TOX
ENSG00000167912,RP11-25K19.1
ENSG00000254775,RP11-27P7.1
ENSG00000178538,CA8
ENSG00000251396,RP11-163N6.2
ENSG00000104388,RAB2A
ENSG00000255321,RP11-91I20.4
ENSG00000228862,RP11-91I20.3
ENSG00000254869,RP11-91I20.2
ENSG00000171316,CHD7
ENSG00000254432,RP11-33I11.2
ENSG00000254777,AC022182.1
ENSG00000254802,AC022182.3
ENSG00000177182,CLVS1
ENSG00000198363,ASPH
ENSG00000240915,RP11-659E9.2
ENSG00000137563,GGH
ENSG00000270673,YTHDF3-AS1
ENSG00000185728,YTHDF3
ENSG00000261542,RP11-16E18.3
ENSG00000253554,RP11-32K4.1
ENSG00000180828,BHLHE22
ENSG00000172817,CYP7B1
ENSG00000254081,CTD-3025N20.2
ENSG00000272010,CTD-3025N20.3
ENSG00000104442,ARMC1
ENSG00000066855,MTFR1
ENSG00000272155,RP11-707M3.3
ENSG00000205268,PDE7A
ENSG00000272192,CTD-2532N20.1
ENSG00000147570,DNAJC5B
ENSG00000253190,AC084082.3
ENSG00000246145,RP11-346I3.4
ENSG00000179041,RRS1
ENSG00000147576,ADHFE1
ENSG00000169085,C8orf46
ENSG00000185697,MYBL1
ENSG00000175073,VCPIP1
ENSG00000270024,C8orf44-SGK3
ENSG00000213865,C8orf44
ENSG00000104205,SGK3
ENSG00000178460,MCMDC2
ENSG00000121022,COPS5
ENSG00000104218,CSPP1
ENSG00000066777,ARFGEF1
ENSG00000271966,RP11-7F18.2
ENSG00000165078,CPA6
ENSG00000046889,PREX2
ENSG00000165084,C8orf34
ENSG00000254337,RP11-865I6.2
ENSG00000137571,SLCO5A1
ENSG00000246528,RP11-159H10.3
ENSG00000140396,NCOA2
ENSG00000253967,RP11-333A23.4
ENSG00000067167,TRAM1
ENSG00000213002,AC120194.1
ENSG00000246366,RP11-382J12.1
ENSG00000147592,LACTB2
ENSG00000221947,XKR9
ENSG00000253379,RP11-1102P16.1
ENSG00000235531,RP11-383H13.1
ENSG00000178860,MSC
ENSG00000104321,TRPA1
ENSG00000253317,RP11-142A23.1
ENSG00000147601,TERF1
ENSG00000253636,RP11-531A24.5
ENSG00000164764,SBSPON
ENSG00000147604,RPL7
ENSG00000121039,RDH10
ENSG00000253302,STAU2-AS1
ENSG00000040341,STAU2
ENSG00000254538,RP11-463D19.1
ENSG00000258677,RP11-463D19.2
ENSG00000104343,UBE2W
ENSG00000154582,TCEB1
ENSG00000175606,TMEM70
ENSG00000154589,LY96
ENSG00000254288,RP11-6I2.3
ENSG00000253983,RP1-16A9.1
ENSG00000104381,GDAP1
ENSG00000254349,RP11-758M4.1
ENSG00000253706,RP11-758M4.4
ENSG00000121005,CRISPLD1
ENSG00000253712,RP11-697M17.2
ENSG00000249395,CASC9
ENSG00000164751,PEX2
ENSG00000254266,RP11-594N15.2
ENSG00000171033,PKIA
ENSG00000104427,ZC2HC1A
ENSG00000104432,IL7
ENSG00000261618,RP11-79H23.3
ENSG00000164683,HEY1
ENSG00000147586,MRPS28
ENSG00000076554,TPD52
ENSG00000272264,RP11-92K15.3
ENSG00000251867,Y_RNA
ENSG00000205189,ZBTB10
ENSG00000254162,RP11-48B3.3
ENSG00000260317,RP11-48B3.4
ENSG00000164684,ZNF704
ENSG00000076641,PAG1
ENSG00000254060,RP11-172E10.1
ENSG00000254177,RP11-1149M10.1
ENSG00000253214,RP11-1149M10.2
ENSG00000254027,RP11-363E6.3
ENSG00000164687,FABP5
ENSG00000133731,IMPA1
ENSG00000253598,SLC10A5
ENSG00000104231,ZFAND1
ENSG00000164695,CHMP4C
ENSG00000253334,RP13-923O23.6
ENSG00000104497,SNX16
ENSG00000253898,RP11-51M18.1
ENSG00000133739,LRRCC1
ENSG00000260493,RP11-219B4.7
ENSG00000133740,E2F5
ENSG00000176731,C8orf59
ENSG00000185015,CA13
ENSG00000258256,RP11-219B4.5
ENSG00000164879,CA3
ENSG00000253549,RP11-317J10.2
ENSG00000104267,CA2
ENSG00000123124,WWP1
ENSG00000176623,RMDN1
ENSG00000085719,CPNE3
ENSG00000253553,RP11-586K2.1
ENSG00000251136,RP11-37B2.1
ENSG00000104312,RIPK2
ENSG00000164823,OSGIN2
ENSG00000104320,NBN
ENSG00000104325,DECR1
ENSG00000104327,CALB1
ENSG00000253799,LINC01030
ENSG00000180694,TMEM64
ENSG00000246792,RP11-68L18.1
ENSG00000123119,NECAB1
ENSG00000253250,C8orf88
ENSG00000155099,TMEM55A
ENSG00000253358,GS1-251I9.3
ENSG00000253738,GS1-251I9.4
ENSG00000155100,OTUD6B
ENSG00000214954,LRRC69
ENSG00000147606,SLC26A7
ENSG00000253197,CTD-3239E11.2
ENSG00000205133,TRIQK
ENSG00000212999,AC117834.1
ENSG00000246662,LINC00535
ENSG00000188343,FAM92A1
ENSG00000271971,CTD-2006H14.2
ENSG00000253854,RP11-10N23.2
ENSG00000183808,RBM12B
ENSG00000253722,RP11-10N23.4
ENSG00000212998,RBM12B-AS1
ENSG00000253848,RP11-10N23.5
ENSG00000164953,TMEM67
ENSG00000164951,PDP1
ENSG00000264448,MIR378D2
ENSG00000079112,CDH17
ENSG00000164949,GEM
ENSG00000197275,RAD54B
ENSG00000265817,FSBP
ENSG00000164944,KIAA1429
ENSG00000212997,AC023632.1
ENSG00000253704,RP11-267M23.4
ENSG00000261437,RP11-22C11.2
ENSG00000156162,DPY19L4
ENSG00000164941,INTS8
ENSG00000175305,CCNE2
ENSG00000272509,RP11-347C18.5
ENSG00000156170,NDUFAF6
ENSG00000164938,TP53INP1
ENSG00000245080,MIR3150A
ENSG00000254248,RP11-320N21.2
ENSG00000175895,PLEKHF2
ENSG00000253773,KB-1047C11.2
ENSG00000156172,C8orf37
ENSG00000253872,RP11-90D11.1
ENSG00000156467,UQCRB
ENSG00000254224,KB-1043D8.6
ENSG00000156469,MTERFD1
ENSG00000156471,PTDSS1
ENSG00000169439,SDC2
ENSG00000104324,CPQ
ENSG00000180543,TSPYL5
ENSG00000147649,MTDH
ENSG00000104341,LAPTM4B
ENSG00000132561,MATN2
ENSG00000156482,RPL30
ENSG00000245970,KB-1208A12.3
ENSG00000177459,C8orf47
ENSG00000132541,HRSP12
ENSG00000104356,POP1
ENSG00000104361,NIPAL2
ENSG00000104375,STK3
ENSG00000164920,OSR2
ENSG00000229625,RP11-44N12.2
ENSG00000253948,RP11-410L14.2
ENSG00000132549,VPS13B
ENSG00000164919,COX6C
ENSG00000156509,FBXO43
ENSG00000147669,POLR2K
ENSG00000104450,SPAG1
ENSG00000034677,RNF19A
ENSG00000253824,KB-173C10.2
ENSG00000253842,KB-173C10.1
ENSG00000253666,KB-1615E4.2
ENSG00000254364,KB-1615E4.3
ENSG00000186106,ANKRD46
ENSG00000070756,PABPC1
ENSG00000164924,YWHAZ
ENSG00000261087,KB-1460A1.5
ENSG00000120963,ZNF706
ENSG00000271882,KB-1410C5.5
ENSG00000083307,GRHL2
ENSG00000104490,NCALD
ENSG00000253629,KB-1107E3.1
ENSG00000048392,RRM2B
ENSG00000246263,KB-431C1.4
ENSG00000104517,UBR5
ENSG00000272037,KB-431C1.5
ENSG00000253633,KB-1980E6.3
ENSG00000155090,KLF10
ENSG00000253669,KB-1732A1.1
ENSG00000155096,AZIN1
ENSG00000253385,KB-1254G8.1
ENSG00000253320,KB-1507C5.2
ENSG00000254281,KB-1507C5.4
ENSG00000254236,KB-1639H6.2
ENSG00000155097,ATP6V1C1
ENSG00000164929,BAALC
ENSG00000247081,RP11-318M2.2
ENSG00000164930,FZD6
ENSG00000164932,CTHRC1
ENSG00000266289,RP11-1C8.6
ENSG00000164933,SLC25A32
ENSG00000164934,DCAF13
ENSG00000261670,RP11-1C8.5
ENSG00000253477,RP11-1C8.4
ENSG00000176406,RIMS2
ENSG00000164935,DCSTAMP
ENSG00000147650,LRP12
ENSG00000169946,ZFPM2
ENSG00000254615,RP11-395G23.3
ENSG00000164830,OXR1
ENSG00000253582,RP11-649G15.2
ENSG00000174429,ABRA
ENSG00000154188,ANGPT1
ENSG00000104408,EIF3E
ENSG00000253754,RP11-35G22.1
ENSG00000104412,EMC2
ENSG00000164841,TMEM74
ENSG00000120526,NUDCD1
ENSG00000120533,ENY2
ENSG00000147654,EBAG9
ENSG00000147642,SYBU
ENSG00000253103,RP11-946L20.4
ENSG00000164796,CSMD3
ENSG00000104447,TRPS1
ENSG00000227170,AF178030.2
ENSG00000249917,LINC00536
ENSG00000147677,EIF3H
ENSG00000147679,UTP23
ENSG00000164754,RAD21
ENSG00000253327,RAD21-AS1
ENSG00000205002,AARD
ENSG00000164756,SLC30A8
ENSG00000164758,MED30
ENSG00000182197,EXT1
ENSG00000177570,SAMD12
ENSG00000225885,AC023590.1
ENSG00000147676,MAL2
ENSG00000136960,ENPP2
ENSG00000064313,TAF2
ENSG00000136982,DSCC1
ENSG00000245330,KB-1471A8.1
ENSG00000155792,DEPTOR
ENSG00000254343,RP11-760H22.2
ENSG00000172172,MRPL13
ENSG00000172167,MTBP
ENSG00000172164,SNTB1
ENSG00000248318,RP11-713M15.1
ENSG00000272502,RP11-713M15.2
ENSG00000255325,RP11-96B2.1
ENSG00000272384,RP11-44N11.2
ENSG00000272043,RP11-44N11.3
ENSG00000178764,ZHX2
ENSG00000259631,RP11-557C18.4
ENSG00000253607,RP11-557C18.3
ENSG00000136986,DERL1
ENSG00000156787,TBC1D31
ENSG00000147689,FAM83A
ENSG00000189376,C8orf76
ENSG00000259305,ZHX1-C8ORF76
ENSG00000165156,ZHX1
ENSG00000156802,ATAD2
ENSG00000156795,WDYHV1
ENSG00000156804,FBXO32
ENSG00000176853,FAM91A1
ENSG00000214803,RP11-37N22.1
ENSG00000271975,RP11-383J24.6
ENSG00000164983,TMEM65
ENSG00000183665,TRMT12
ENSG00000245149,RNF139-AS1
ENSG00000170881,RNF139
ENSG00000147687,TATDN1
ENSG00000253106,RP11-158K1.3
ENSG00000147684,NDUFB9
ENSG00000170873,MTSS1
ENSG00000272486,RP11-532M24.1
ENSG00000255080,RP11-1082L8.3
ENSG00000180938,ZNF572
ENSG00000253513,RP11-6D1.3
ENSG00000104549,SQLE
ENSG00000164961,KIAA0196
ENSG00000253167,KIAA0196-AS1
ENSG00000156831,NSMCE2
ENSG00000254431,RP11-550A5.2
ENSG00000173334,TRIB1
ENSG00000253111,RP11-136O12.2
ENSG00000245164,LINC00861
ENSG00000244791,RP11-65D17.1
ENSG00000253220,RP11-103H7.2
ENSG00000253530,RP11-103H7.3
ENSG00000168672,FAM84B
ENSG00000254010,RP11-103H7.5
ENSG00000254286,RP11-89K10.1
ENSG00000253438,PCAT1
ENSG00000253264,PCAT2
ENSG00000254166,CASC19
ENSG00000247844,CCAT1
ENSG00000246228,CASC8
ENSG00000253929,RP11-382A18.2
ENSG00000212993,POU5F1B
ENSG00000249375,CASC11
ENSG00000136997,MYC
ENSG00000256655,TMEM75
ENSG00000254317,RP11-473O4.5
ENSG00000153310,FAM49B
ENSG00000254263,RP11-473O4.4
ENSG00000253720,RP11-473O4.3
ENSG00000153317,ASAP1
ENSG00000132294,EFR3A
ENSG00000132297,HHLA1
ENSG00000184156,KCNQ3
ENSG00000129295,LRRC6
ENSG00000165071,TMEM71
ENSG00000129292,PHF20L1
ENSG00000223697,AF230666.2
ENSG00000042832,TG
ENSG00000155926,SLA
ENSG00000104415,WISP1
ENSG00000104419,NDRG1
ENSG00000008513,ST3GAL1
ENSG00000261220,RP11-629O1.2
ENSG00000253627,RP11-513H8.1
ENSG00000066827,ZFAT
ENSG00000248492,ZFAT-AS1
ENSG00000259820,AC083843.1
ENSG00000254028,AC083843.2
ENSG00000131773,KHDRBS3
ENSG00000254101,RP11-30J20.1
ENSG00000254258,RP11-398H6.1
ENSG00000167632,TRAPPC9
ENSG00000250733,C8orf17
ENSG00000259891,CTA-204B4.2
ENSG00000104472,CHRAC1
ENSG00000259758,CASC7
ENSG00000123908,AGO2
ENSG00000169398,PTK2
ENSG00000105339,DENND3
ENSG00000253210,RP11-809O17.1
ENSG00000022567,SLC45A4
ENSG00000253307,RP11-10J21.4
ENSG00000254019,RP11-10J21.3
ENSG00000184489,PTP4A3
ENSG00000271959,CTD-3064M3.7
ENSG00000171045,TSNARE1
ENSG00000261693,RP13-467H17.1
ENSG00000181790,BAI1
ENSG00000198576,ARC
ENSG00000167653,PSCA
ENSG00000253741,CTD-2292P10.4
ENSG00000130193,THEM6
ENSG00000253806,CTD-2292P10.2
ENSG00000180155,LYNX1
ENSG00000253715,RP11-706C16.8
ENSG00000104499,GML
ENSG00000160882,CYP11B1
ENSG00000247317,RP11-273G15.2
ENSG00000160932,LY6E
ENSG00000177335,C8orf31
ENSG00000176956,LY6H
ENSG00000181638,ZFP41
ENSG00000250571,GLI4
ENSG00000253716,RP13-582O9.5
ENSG00000185730,ZNF696
ENSG00000272172,RP13-582O9.7
ENSG00000184428,TOP1MT
ENSG00000254389,RHPN1-AS1
ENSG00000158106,RHPN1
ENSG00000253931,RP11-909N17.2
ENSG00000254338,RP11-909N17.3
ENSG00000182759,MAFA
ENSG00000014164,ZC3H3
ENSG00000254859,RP11-661A12.5
ENSG00000254144,7SK-1
ENSG00000104518,GSDMD
ENSG00000204839,MROH6
ENSG00000255050,RP11-661A12.9
ENSG00000147813,NAPRT1
ENSG00000254741,RP11-661A12.7
ENSG00000104529,EEF1D
ENSG00000179886,TIGD5
ENSG00000271912,RP11-661A12.14
ENSG00000104524,PYCRL
ENSG00000104522,TSTA3
ENSG00000254812,RP11-661A12.12
ENSG00000183309,ZNF623
ENSG00000181135,ZNF707
ENSG00000181097,RP11-429J17.2
ENSG00000181085,MAPK15
ENSG00000180921,FAM83H
ENSG00000203499,FAM83H-AS1
ENSG00000254973,RP11-429J17.7
ENSG00000180900,SCRIB
ENSG00000179950,PUF60
ENSG00000185189,NRBP2
ENSG00000227184,EPPK1
ENSG00000178209,PLEC
ENSG00000178685,PARP10
ENSG00000178719,GRINA
ENSG00000186583,SPATC1
ENSG00000204791,CTD-3065J16.6
ENSG00000178814,OPLAH
ENSG00000255224,CTD-3065J16.9
ENSG00000178896,EXOSC4
ENSG00000197858,GPAA1
ENSG00000179091,CYC1
ENSG00000179526,SHARPIN
ENSG00000179632,MAF1
ENSG00000179698,KIAA1875
ENSG00000235173,FAM203A
ENSG00000179832,MROH1
ENSG00000230567,FAM203B
ENSG00000170727,BOP1
ENSG00000188686,SCXA
ENSG00000185122,HSF1
ENSG00000254690,GS1-393G12.12
ENSG00000185000,DGAT1
ENSG00000214597,TMEM249
ENSG00000271698,GS1-393G12.13
ENSG00000185803,SLC52A2
ENSG00000182325,FBXL6
ENSG00000173137,ADCK5
ENSG00000071894,CPSF1
ENSG00000272115,GS1-393G12.14
ENSG00000147804,SLC39A4
ENSG00000160948,VPS28
ENSG00000160949,TONSL
ENSG00000232600,AC084125.4
ENSG00000187954,CYHR1
ENSG00000254578,CTD-2517M22.16
ENSG00000167702,KIFC2
ENSG00000160973,FOXH1
ENSG00000160972,PPP1R16A
ENSG00000167701,GPT
ENSG00000167700,MFSD3
ENSG00000160957,RECQL4
ENSG00000265393,CTD-2517M22.17
ENSG00000160959,LRRC14
ENSG00000254402,LRRC24
ENSG00000213563,C8orf82
ENSG00000147799,ARHGAP39
ENSG00000263612,AF186192.6
ENSG00000198169,ZNF251
ENSG00000196378,ZNF34
ENSG00000161016,RPL8
ENSG00000197363,ZNF517
ENSG00000147789,ZNF7
ENSG00000170619,COMMD5
ENSG00000196150,ZNF250
ENSG00000170631,ZNF16
ENSG00000255164,RP5-1047A19.4
ENSG00000255559,ZNF252P-AS1
ENSG00000182307,C8orf33
ENSG00000227518,MIR1302-9
ENSG00000170122,FOXD4
ENSG00000172785,CBWD1
ENSG00000183784,C9orf66
ENSG00000107099,DOCK8
ENSG00000227155,RP11-165F24.3
ENSG00000107104,KANK1
ENSG00000173253,DMRT2
ENSG00000080503,SMARCA2
ENSG00000236199,RP11-264I13.2
ENSG00000236404,RP11-125B21.2
ENSG00000147852,VLDLR
ENSG00000168263,KCNV2
ENSG00000080608,KIAA0020
ENSG00000080298,RFX3
ENSG00000203286,AL365202.1
ENSG00000232104,RP11-509J21.1
ENSG00000237359,RP11-509J21.2
ENSG00000235326,RP11-509J21.3
ENSG00000226669,RP11-509J21.4
ENSG00000107249,GLIS3
ENSG00000106688,SLC1A1
ENSG00000106686,SPATA6L
ENSG00000205808,PPAPDC2
ENSG00000273061,RP11-6J24.6
ENSG00000106993,CDC37L1
ENSG00000147853,AK3
ENSG00000120158,RCL1
ENSG00000096968,JAK2
ENSG00000120210,INSL6
ENSG00000107014,RLN2
ENSG00000107018,RLN1
ENSG00000272866,RP11-12D24.10
ENSG00000107020,PLGRKT
ENSG00000120217,CD274
ENSG00000197646,PDCD1LG2
ENSG00000107036,KIAA1432
ENSG00000225408,RP11-207C16.4
ENSG00000099219,ERMP1
ENSG00000183354,KIAA2026
ENSG00000120215,MLANA
ENSG00000137040,RANBP6
ENSG00000228739,RP11-218I7.2
ENSG00000137033,IL33
ENSG00000147854,UHRF2
ENSG00000233367,RP11-307L3.4
ENSG00000215066,C9orf38
ENSG00000178445,GLDC
ENSG00000236924,RP11-390F4.6
ENSG00000229611,RP11-390F4.10
ENSG00000225489,RP11-390F4.3
ENSG00000107077,KDM4C
ENSG00000273056,RP11-77E14.2
ENSG00000137038,TMEM261
ENSG00000153707,PTPRD
ENSG00000147862,NFIB
ENSG00000273399,RP11-408A13.3
ENSG00000272871,RP11-408A13.4
ENSG00000175893,ZDHHC21
ENSG00000155158,TTC39B
ENSG00000164975,SNAPC3
ENSG00000164985,PSIP1
ENSG00000164989,CCDC171
ENSG00000173068,BNC2
ENSG00000044459,CNTLN
ENSG00000107295,SH3GL2
ENSG00000155875,FAM154A
ENSG00000155876,RRAGA
ENSG00000147874,HAUS6
ENSG00000147872,PLIN2
ENSG00000137145,DENND4C
ENSG00000272842,RP11-513M16.7
ENSG00000273226,RP11-513M16.8
ENSG00000137154,RPS6
ENSG00000177076,ACER2
ENSG00000261402,RP11-378I6.1
ENSG00000171843,MLLT3
ENSG00000188352,FOCAD
ENSG00000188921,PTPLAD2
ENSG00000147873,IFNA5
ENSG00000198642,KLHL9
ENSG00000184995,IFNE
ENSG00000099810,MTAP
ENSG00000265194,RP11-70L8.4
ENSG00000147889,CDKN2A
ENSG00000240498,CDKN2B-AS1
ENSG00000147883,CDKN2B
ENSG00000236921,RP11-408N14.1
ENSG00000176399,DMRTA1
ENSG00000198680,TUSC1
ENSG00000120159,CAAP1
ENSG00000137055,PLAA
ENSG00000096872,IFT74
ENSG00000234676,RP11-337A23.3
ENSG00000184434,LRRC19
ENSG00000120162,MOB3B
ENSG00000147896,IFNK
ENSG00000147894,C9orf72
ENSG00000174482,LINGO2
ENSG00000122729,ACO1
ENSG00000107201,DDX58
ENSG00000197579,TOPORS
ENSG00000235453,TOPORS-AS1
ENSG00000165264,NDUFB6
ENSG00000241043,GVQW1
ENSG00000122728,TAF1L
ENSG00000223440,RP11-555J4.4
ENSG00000231193,RP11-462B18.2
ENSG00000137074,APTX
ENSG00000086061,DNAJA1
ENSG00000122692,SMU1
ENSG00000086062,B4GALT1
ENSG00000233554,RP11-326F20.5
ENSG00000107262,BAG1
ENSG00000086065,CHMP5
ENSG00000086102,NFX1
ENSG00000165269,AQP7
ENSG00000165272,AQP3
ENSG00000165271,NOL6
ENSG00000230453,ANKRD18B
ENSG00000226562,CYP4F26P
ENSG00000260947,RP11-384P7.7
ENSG00000233776,RP11-384P7.6
ENSG00000010438,PRSS3
ENSG00000235481,RP11-133O22.6
ENSG00000107341,UBE2R2
ENSG00000137073,UBAP2
ENSG00000228352,RP11-537H15.3
ENSG00000198876,DCAF12
ENSG00000165006,UBAP1
ENSG00000186638,KIF24
ENSG00000164978,NUDT2
ENSG00000164976,KIAA1161
ENSG00000164972,C9orf24
ENSG00000164970,FAM219A
ENSG00000122735,DNAI1
ENSG00000168913,ENHO
ENSG00000164967,RPP25L
ENSG00000137100,DCTN3
ENSG00000205143,ARID3C
ENSG00000147955,SIGMAR1
ENSG00000213930,GALT
ENSG00000258728,GALT-1
ENSG00000137070,IL11RA
ENSG00000213927,CCL27
ENSG00000187186,RP11-195F19.5
ENSG00000230074,RP11-195F19.9
ENSG00000137094,DNAJB5
ENSG00000174038,C9orf131
ENSG00000269510,FLJ00273
ENSG00000165280,VCP
ENSG00000221829,FANCG
ENSG00000165282,PIGO
ENSG00000234181,RP11-182N22.8
ENSG00000165283,STOML2
ENSG00000005238,FAM214B
ENSG00000198722,UNC13B
ENSG00000198853,RUSC2
ENSG00000215187,FAM166B
ENSG00000107140,TESK1
ENSG00000137101,CD72
ENSG00000231393,RP11-331F9.3
ENSG00000227933,RP11-331F9.4
